shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
SHP_30375_1,5.4443735,103.0482584,5

SHP_30375_1,5.442533,103.049297,6

SHP_30375_1,5.439974,103.050634,7

SHP_30375_1,5.438064,103.05167,8

SHP_30375_1,5.4361025,103.0526757,9

SHP_30375_1,5.432419,103.05467,10

SHP_30375_1,5.4295183,103.0561542,11

SHP_30375_1,5.425862,103.058722,12

SHP_30375_1,5.4244691,103.0598691,13

SHP_30375_1,5.420218,103.062045,14

SHP_30375_1,5.415949,103.065411,15

SHP_30375_1,5.414397,103.06653,16

SHP_30375_1,5.4127349,103.0685383,17

SHP_30375_1,5.4099865,103.077354,18

SHP_30375_1,5.409608,103.07935,19

SHP_30375_1,5.409111,103.081594,20

SHP_30375_1,5.409402,103.08017,21

SHP_30375_1,5.4093814,103.08062,22

SHP_30375_1,5.407937,103.08494,23

SHP_30375_1,5.4031606,103.09036,24

SHP_30375_1,5.399194,103.092705,25

SHP_30375_1,5.3958335,103.09451,26

SHP_30375_1,5.3930316,103.09602,27

SHP_30375_1,5.390666,103.097242,28

SHP_30375_1,5.385372,103.10013,29

SHP_30375_1,5.383149,103.10052,30

SHP_30375_1,5.3816857,103.09625,31

SHP_30375_1,5.380827,103.094193,32

SHP_30375_1,5.3800116,103.09192,33

SHP_30375_1,5.378955,103.087426,34

SHP_30375_1,5.377767,103.085343,35

SHP_30375_1,5.3757963,103.0841237,36

SHP_30375_1,5.3715408,103.0854283,37

SHP_30375_1,5.3679921,103.08775,38

SHP_30375_1,5.3650767,103.0896957,39

SHP_30375_1,5.3619366,103.09172,40

SHP_30375_1,5.3609059,103.0921858,41

SHP_30375_1,5.358457,103.093736,42

SHP_30375_1,5.3552947,103.09517,43

SHP_30375_1,5.3516955,103.09312,44

SHP_30375_1,5.348595,103.09265,45

SHP_30375_1,5.346638,103.09226,46

SHP_30375_1,5.342253,103.09086,47

SHP_30375_1,5.333243,103.086558,48

SHP_30375_1,5.330417,103.085206,49

SHP_30375_1,5.324361,103.082308,50

SHP_30375_1,5.321737,103.081058,51

SHP_30375_1,5.314944,103.08004,52

SHP_30375_1,5.311301,103.082923,53

SHP_30375_1,5.310699,103.084216,54

SHP_30375_1,5.310325,103.0859,55

SHP_30375_1,5.3092966,103.09467,56

SHP_30375_1,5.308195,103.104385,57

SHP_30375_1,5.3075914,103.109764,58

SHP_30375_1,5.3063564,103.12112,59

SHP_30375_1,5.308353,103.127119,60

SHP_30375_1,5.309587,103.129684,61

SHP_30375_1,5.310178,103.130956,62

SHP_30375_1,5.312561,103.136389,63

SHP_30375_1,5.3141539,103.1426689,64

SHP_30375_1,5.316,103.144817,65

SHP_30375_1,5.316356,103.144844,66

SHP_30375_1,5.3204606,103.1424886,67

SHP_30375_1,5.324247,103.141578,68

SHP_30375_1,5.328819,103.139817,69

SHP_30375_1,5.3291939,103.1386021,70

SHP_30375_1,5.33155,103.137253,71

SHP_30376_1,5.450886,103.046194,1

SHP_30376_1,5.449756,103.04537,2

SHP_30376_1,5.4482691,103.0456496,3

SHP_30376_1,5.446629,103.0466827,4

SHP_30376_1,5.4443735,103.0482584,5

SHP_30376_1,5.442533,103.049297,6

SHP_30376_1,5.439974,103.050634,7

SHP_30376_1,5.438064,103.05167,8

SHP_30376_1,5.4361025,103.0526757,9

SHP_30376_1,5.432419,103.05467,10

SHP_30376_1,5.4295183,103.0561542,11

SHP_30376_1,5.425862,103.058722,12

SHP_30376_1,5.4244691,103.0598691,13

SHP_30376_1,5.420218,103.062045,14

SHP_30376_1,5.415949,103.065411,15

SHP_30376_1,5.414397,103.06653,16

SHP_30376_1,5.4127349,103.0685383,17

SHP_30376_1,5.4099865,103.077354,18

SHP_30376_1,5.409608,103.07935,19

SHP_30376_1,5.409111,103.081594,20

SHP_30376_1,5.409402,103.08017,21

SHP_30376_1,5.4093814,103.08062,22

SHP_30376_1,5.407937,103.08494,23

SHP_30376_1,5.4031606,103.09036,24

SHP_30376_1,5.399194,103.092705,25

SHP_30376_1,5.3958335,103.09451,26

SHP_30376_1,5.3930316,103.09602,27

SHP_30376_1,5.390666,103.097242,28

SHP_30376_1,5.385372,103.10013,29

SHP_30376_1,5.383149,103.10052,30

SHP_30376_1,5.3816857,103.09625,31

SHP_30376_1,5.380827,103.094193,32

SHP_30376_1,5.3800116,103.09192,33

SHP_30376_1,5.378955,103.087426,34

SHP_30376_1,5.377767,103.085343,35

SHP_30376_1,5.3757963,103.0841237,36

SHP_30376_1,5.3715408,103.0854283,37

SHP_30376_1,5.3679921,103.08775,38

SHP_30376_1,5.3650767,103.0896957,39

SHP_30376_1,5.3619366,103.09172,40

SHP_30376_1,5.3609059,103.0921858,41

SHP_30376_1,5.358457,103.093736,42

SHP_30376_1,5.3552947,103.09517,43

SHP_30376_1,5.3516955,103.09312,44

SHP_30376_1,5.348595,103.09265,45

SHP_30376_1,5.346638,103.09226,46

SHP_30376_1,5.342253,103.09086,47

SHP_30376_1,5.337451,103.08763,48

SHP_30376_1,5.338335,103.08481,49

SHP_30376_1,5.339162,103.07859,50

SHP_30376_1,5.339895,103.07573,51

SHP_30376_1,5.340774,103.06549,52

SHP_30376_1,5.339029,103.063866,53

SHP_30376_1,5.332052,103.05813,54

SHP_30376_1,5.3283134,103.05339,55

SHP_30376_1,5.324787,103.049736,56

SHP_30376_1,5.321529,103.05398,57

SHP_30376_1,5.318217,103.066055,58

SHP_30376_1,5.3168097,103.070496,59

SHP_30376_1,5.313975,103.07603,60

SHP_30376_1,5.310128,103.083664,61

SHP_30376_1,5.310325,103.0859,62

SHP_30376_1,5.3092966,103.09467,63

SHP_30376_1,5.308195,103.104385,64

SHP_30376_1,5.3075914,103.109764,65

SHP_30376_1,5.3063564,103.12112,66

SHP_30376_1,5.308353,103.127119,67

SHP_30376_1,5.309587,103.129684,68

SHP_30376_1,5.310178,103.130956,69

SHP_30376_1,5.312561,103.136389,70

SHP_30376_1,5.3141539,103.1426689,71

SHP_30376_1,5.316,103.144817,72

SHP_30376_1,5.316356,103.144844,73

SHP_30376_1,5.3204606,103.1424886,74

SHP_30376_1,5.324247,103.141578,75

SHP_30376_1,5.328819,103.139817,76

SHP_30376_1,5.3291939,103.1386021,77

SHP_30376_1,5.33155,103.137253,78

SHP_30377_1,5.070667,103.010956,1

SHP_30377_1,5.073325,103.012606,2

SHP_30377_1,5.073528,103.016044,3

SHP_30377_1,5.073672,103.020011,4

SHP_30377_1,5.072903,103.0247,5

SHP_30377_1,5.073008,103.02845,6

SHP_30377_1,5.072844,103.036289,7

SHP_30377_1,5.072694,103.043061,8

SHP_30377_1,5.072472,103.046036,9

SHP_30377_1,5.072139,103.05205,10

SHP_30377_1,5.075594,103.065475,11

SHP_30377_1,5.07735,103.072914,12

SHP_30377_1,5.078708,103.078925,13

SHP_30377_1,5.081231,103.085144,14

SHP_30377_1,5.083131,103.086831,15

SHP_30377_1,5.092917,103.088639,16

SHP_30377_1,5.096997,103.08945,17

SHP_30377_1,5.100281,103.090003,18

SHP_30377_1,5.105094,103.088869,19

SHP_30377_1,5.128583,103.085631,20

SHP_30377_1,5.132006,103.086131,21

SHP_30377_1,5.134892,103.08665,22

SHP_30377_1,5.141369,103.086189,23

SHP_30377_1,5.149053,103.08465,24

SHP_30377_1,5.149053,103.08465,25

SHP_30377_1,5.156667,103.083689,26

SHP_30377_1,5.174806,103.087667,27

SHP_30377_1,5.179014,103.089361,28

SHP_30377_1,5.184017,103.093439,29

SHP_30377_1,5.187375,103.097969,30

SHP_30377_1,5.189286,103.099261,31

SHP_30377_1,5.193433,103.100711,32

SHP_30377_1,5.203228,103.102619,33

SHP_30377_1,5.208497,103.1034,34

SHP_30377_1,5.212039,103.104003,35

SHP_30377_1,5.218506,103.105961,36

SHP_30377_1,5.223017,103.107289,37

SHP_30377_1,5.227958,103.106089,38

SHP_30377_1,5.230172,103.104311,39

SHP_30377_1,5.232403,103.10225,40

SHP_30377_1,5.235336,103.099839,41

SHP_30377_1,5.245461,103.096503,42

SHP_30377_1,5.258056,103.096219,43

SHP_30377_1,5.2646,103.0999,44

SHP_30377_1,5.270211,103.103011,45

SHP_30377_1,5.286328,103.112081,46

SHP_30377_1,5.288397,103.113239,47

SHP_30377_1,5.291536,103.115169,48

SHP_30377_1,5.295514,103.117458,49

SHP_30377_1,5.299575,103.1198,50

SHP_30377_1,5.30125,103.120739,51

SHP_30377_1,5.308353,103.127119,52

SHP_30377_1,5.309587,103.129684,53

SHP_30377_1,5.3121054,103.1311467,54

SHP_30377_1,5.312561,103.136389,55

SHP_30377_1,5.3141539,103.1426689,56

SHP_30377_1,5.3147041,103.1441175,57

SHP_30377_1,5.318922,103.153372,58

SHP_30377_1,5.3198096,103.1532315,59

SHP_30377_1,5.3246217,103.149826,60

SHP_30377_1,5.327219,103.14745,61

SHP_30377_1,5.3282373,103.1436998,62

SHP_30377_1,5.3288232,103.1398256,63

SHP_30377_1,5.3291939,103.1386021,64

SHP_30377_1,5.33155,103.137253,65

SHP_30378_1,5.232136,103.1026,1

SHP_30378_1,5.233031,103.100364,2

SHP_30378_1,5.231386,103.098081,3

SHP_30378_1,5.226533,103.092539,4

SHP_30378_1,5.222969,103.089781,5

SHP_30378_1,5.221836,103.089244,6

SHP_30378_1,5.220717,103.088581,7

SHP_30378_1,5.218097,103.086814,8

SHP_30378_1,5.215883,103.0853,9

SHP_30378_1,5.213992,103.084175,10

SHP_30378_1,5.210764,103.082169,11

SHP_30378_1,5.206242,103.078361,12

SHP_30378_1,5.206447,103.0775,13

SHP_30378_1,5.208431,103.074589,14

SHP_30378_1,5.209758,103.069839,15

SHP_30378_1,5.209108,103.062939,16

SHP_30378_1,5.209011,103.060711,17

SHP_30378_1,5.208908,103.058419,18

SHP_30378_1,5.207972,103.053806,19

SHP_30378_1,5.205056,103.051092,20

SHP_30378_1,5.204453,103.045311,21

SHP_30378_1,5.204578,103.0422,22

SHP_30378_1,5.205861,103.041361,23

SHP_30378_1,5.234111,103.04025,24

SHP_30378_1,5.239028,103.042194,25

SHP_30378_1,5.260914,103.053986,26

SHP_30378_1,5.262056,103.057847,27

SHP_30378_1,5.264639,103.063931,28

SHP_30378_1,5.266119,103.066331,29

SHP_30378_1,5.272989,103.083886,30

SHP_30378_1,5.276444,103.0905,31

SHP_30378_1,5.278036,103.096,32

SHP_30378_1,5.292589,103.0977,33

SHP_30378_1,5.294175,103.094361,34

SHP_30378_1,5.298467,103.0959,35

SHP_30378_1,5.303878,103.098661,36

SHP_30378_1,5.310675,103.107611,37

SHP_30378_1,5.318817,103.10865,38

SHP_30378_1,5.319611,103.105139,39

SHP_30378_1,5.320002,103.103019,40

SHP_30378_1,5.320944,103.11925,41

SHP_30378_1,5.321556,103.118331,42

SHP_30378_1,5.322222,103.1167,43

SHP_30378_1,5.31997,103.103164,44

SHP_30378_1,5.318583,103.108667,45

SHP_30378_1,5.317161,103.1162,46

SHP_30378_1,5.315428,103.121681,47

SHP_30378_1,5.314181,103.122406,48

SHP_30378_1,5.314567,103.125144,49

SHP_30378_1,5.323356,103.1321,50

SHP_30378_1,5.328148,103.1351875,51

SHP_30378_1,5.33155,103.137253,52

SHP_30382_1,5.205463,103.205824,1

SHP_30382_1,5.204406,103.207731,2

SHP_30382_1,5.206858,103.207319,3

SHP_30382_1,5.210669,103.203561,4

SHP_30382_1,5.2150949,103.2017885,5

SHP_30382_1,5.2167003,103.200831,6

SHP_30382_1,5.222861,103.195367,7

SHP_30382_1,5.221631,103.192819,8

SHP_30382_1,5.220433,103.190511,9

SHP_30382_1,5.21655,103.175431,10

SHP_30382_1,5.215764,103.161869,11

SHP_30382_1,5.214672,103.158311,12

SHP_30382_1,5.214014,103.150569,13

SHP_30382_1,5.221292,103.130481,14

SHP_30382_1,5.222956,103.130811,15

SHP_30382_1,5.228028,103.132089,16

SHP_30382_1,5.231358,103.133161,17

SHP_30382_1,5.241189,103.135331,18

SHP_30382_1,5.244736,103.134819,19

SHP_30382_1,5.247933,103.132989,20

SHP_30382_1,5.2524441,103.1309476,21

SHP_30382_1,5.2536103,103.1344674,22

SHP_30382_1,5.259796,103.144623,23

SHP_30382_1,5.26454,103.144104,24

SHP_30382_1,5.266361,103.143766,25

SHP_30382_1,5.266725,103.143696,26

SHP_30382_1,5.270477,103.142882,27

SHP_30382_1,5.2729826,103.1426955,28

SHP_30382_1,5.27707,103.142119,29

SHP_30382_1,5.285531,103.144731,30

SHP_30382_1,5.286767,103.146531,31

SHP_30382_1,5.288294,103.148681,32

SHP_30382_1,5.29425,103.150089,33

SHP_30382_1,5.296342,103.148519,34

SHP_30382_1,5.297897,103.147544,35

SHP_30382_1,5.299133,103.147353,36

SHP_30382_1,5.301506,103.146211,37

SHP_30382_1,5.3057,103.145189,38

SHP_30382_1,5.310322,103.1449,39

SHP_30382_1,5.313253,103.144319,40

SHP_30382_1,5.316344,103.144889,41

SHP_30382_1,5.3204606,103.1424886,42

SHP_30382_1,5.324247,103.141578,43

SHP_30382_1,5.3288232,103.1398256,44

SHP_30382_1,5.3291939,103.1386021,45

SHP_30382_1,5.33155,103.137253,46
